,City,Lat,Lng,Max Temp,Humidity,Wind Speed,Country,Date,Cloudiness
367,xining,36.6167,101.7667,19.99,46,3.51,CN,1645374169,100
368,georgiyevka,43.0369,74.7114,32.04,93,2.24,KZ,1645374169,10
369,gotsu,35.0,132.2167,37.58,52,20.09,JP,1645374170,100
370,saint joseph,39.7686,-94.8466,50.23,41,26.46,US,1645374170,0
371,harper,4.375,-7.7169,83.91,68,8.95,LR,1645374170,57
372,chimbote,-9.0853,-78.5783,75.79,72,8.63,PE,1645374171,100
373,hauterive,46.0901,3.4459,53.44,76,10.22,FR,1645374171,100
374,rawson,-43.3002,-65.1023,60.35,74,27.89,AR,1645374051,100
375,nabire,-3.3667,135.4833,75.22,96,2.26,ID,1645374172,100
376,anloga,5.7947,0.8973,88.02,73,14.97,GH,1645374172,100
377,gat,31.61,34.7642,58.24,100,5.7,IL,1645373882,52
378,beloha,-25.1667,45.05,76.68,71,15.86,MG,1645374172,0
379,veinticinco de diciembre,25.2602,-104.0519,64.67,27,0.92,MX,1645374173,18
380,ahipara,-35.1667,173.1667,63.23,91,3.8,NZ,1645374173,7
381,kapoeta,4.7717,33.5903,92.37,13,9.98,SS,1645374173,86
382,road town,18.4167,-64.6167,79.0,71,15.73,VG,1645373924,30
383,turukhansk,65.8167,87.9833,17.62,88,18.19,RU,1645374174,97
384,srednekolymsk,67.45,153.6833,-46.66,100,2.28,RU,1645374174,58
385,broken hill,-31.95,141.4333,65.05,50,16.51,AU,1645374174,100
386,trairi,-3.2778,-39.2689,84.13,71,10.76,BR,1645374175,53
387,havoysund,70.9963,24.6622,23.23,82,5.68,NO,1645374175,100
388,waitati,-45.75,170.5667,58.8,81,6.67,NZ,1645374176,42
389,kitui,-1.367,38.0106,78.35,42,11.5,KE,1645374176,100
390,kilindoni,-7.9139,39.6668,83.19,76,6.53,TZ,1645374177,32
391,sangar,63.9242,127.4739,-34.98,99,3.18,RU,1645374177,70
392,kutum,14.2,24.6667,71.49,12,12.86,SD,1645374177,81
393,krasnovishersk,60.4078,57.082,28.72,96,9.57,RU,1645374178,100
394,williams lake,52.1415,-122.1445,21.22,89,5.75,CA,1645374178,100
395,maningrida,-12.0667,134.2667,80.76,79,2.08,AU,1645374178,78
396,wanaka,-44.7,169.15,49.1,90,3.65,NZ,1645374013,12
397,dutlwe,-23.9833,23.9,87.87,32,5.03,BW,1645374179,70
398,ciudad bolivar,8.1222,-63.5497,90.23,37,8.9,VE,1645374179,7
399,manthani,18.65,79.6667,80.67,31,2.73,IN,1645374180,49
400,emerald,-23.5333,148.1667,73.35,64,8.12,AU,1645374180,1
401,abnub,27.2696,31.1511,64.62,33,9.15,EG,1645374180,2
402,socorro,31.6546,-106.3033,51.13,27,0.0,US,1645374181,40
403,oum hadjer,13.2954,19.6966,88.39,10,10.07,TD,1645374181,10
404,geraldton,-28.7667,114.6,73.81,83,6.91,AU,1645374182,100
405,mandalgovi,45.7625,106.2708,6.19,67,8.37,MN,1645374182,100
406,malaut,30.2167,74.4833,57.4,25,7.02,IN,1645374183,0
407,chenzhou,25.8,113.0333,33.06,99,3.67,CN,1645374183,100
408,shar,49.5886,81.0453,2.25,75,12.03,KZ,1645374183,1
409,westport,41.1415,-73.3579,28.08,52,10.36,US,1645373911,0
410,richards bay,-28.783,32.0377,78.53,83,8.93,ZA,1645374244,27
411,vilyuysk,63.7553,121.6247,-11.0,98,6.06,RU,1645374244,65
412,guaira,-20.3183,-48.3106,79.16,69,4.85,BR,1645374245,38
413,lumberton,34.6182,-79.0086,45.9,32,6.91,US,1645374073,0
414,blagoyevo,63.3667,47.9167,31.46,97,7.58,RU,1645374245,99
415,srivardhan,18.0333,73.0167,73.38,68,7.14,IN,1645374246,73
416,lazaro cardenas,17.9583,-102.2,84.65,36,2.35,MX,1645373994,1
417,nantucket,41.2835,-70.0995,26.71,48,12.66,US,1645374246,0
418,rumuruti,0.267,36.5389,73.51,38,14.85,KE,1645374247,78
419,mecca,21.4267,39.8261,67.95,39,15.17,SA,1645373992,0
420,sulphur springs,33.1385,-95.6011,58.39,31,17.27,US,1645374158,0
421,sinnamary,5.3833,-52.95,79.79,84,8.61,GF,1645374247,44
422,cairns,-16.9167,145.7667,77.43,90,5.75,AU,1645374248,25
423,byron bay,-28.65,153.6167,69.75,88,3.58,AU,1645374203,96
424,yongan,39.6957,113.6871,3.4,82,1.57,CN,1645374248,7
425,xuddur,4.1213,43.8894,86.14,26,10.58,SO,1645374249,53
426,hay river,60.8156,-115.7999,-27.42,68,4.61,CA,1645374249,20
427,jumla,29.2747,82.1838,28.44,91,2.64,NP,1645374249,67
428,puri,19.8,85.85,75.72,81,20.2,IN,1645374250,41
429,samarai,-10.6167,150.6667,81.75,81,7.43,PG,1645374250,76
430,kholodnyy,62.7167,147.95,-35.45,100,0.87,RU,1645374250,86
431,great yarmouth,52.6083,1.7305,52.68,87,31.07,GB,1645374251,100
432,petropavl,54.8753,69.1628,6.53,92,8.39,KZ,1645374251,50
433,dalton,34.7698,-84.9702,48.42,38,5.75,US,1645374048,0
434,altay,47.8667,88.1167,10.35,68,8.19,CN,1645374252,36
435,puerto del rosario,28.5004,-13.8627,67.75,37,18.41,ES,1645374252,75
436,lisala,2.15,21.5167,82.53,57,3.67,CD,1645374252,100
437,kahului,20.8947,-156.47,69.31,85,4.61,US,1645374253,0
438,vila franca do campo,37.7167,-25.4333,59.41,60,5.08,PT,1645374253,64
439,yakovlevka,44.425,133.4772,2.97,97,4.85,RU,1645374253,99
440,aksarka,66.5606,67.7975,18.88,95,12.19,RU,1645374254,100
441,puerto madryn,-42.7692,-65.0385,61.83,73,26.91,AR,1645374254,100
442,toamasina,-18.1667,49.3833,82.4,69,17.27,MG,1645374254,75
443,goroka,-6.0834,145.3873,63.34,99,2.06,PG,1645374255,100
444,acapulco,16.8634,-99.8901,84.02,48,3.44,MX,1645374255,0
445,tateyama,34.9833,139.8667,37.09,52,22.3,JP,1645374256,99
446,melfi,40.9965,15.6514,54.86,85,4.7,IT,1645374256,58
447,kayes,14.0,-11.0,102.11,7,7.54,ML,1645374256,22
448,porkhov,57.765,29.5561,33.69,89,12.59,RU,1645374257,99
449,nyurba,63.2842,118.3319,0.57,93,9.33,RU,1645374257,100
450,half moon bay,37.4636,-122.4286,49.23,90,8.05,US,1645374257,100
451,ixtapa,20.7,-105.2,72.63,64,2.3,MX,1645374258,20
452,lokosovo,61.1333,74.8167,19.18,83,11.99,RU,1645374258,81
453,kontagora,10.3999,5.4695,96.26,8,4.43,NG,1645374258,25
454,kongolo,-5.3833,27.0,71.17,93,2.17,CD,1645374259,96
455,gold coast,-28.0,153.4333,70.83,95,5.75,AU,1645374259,40
456,fukue,32.6881,128.8419,40.69,58,24.34,JP,1645374259,81
457,gravdal,68.1214,13.5031,21.09,68,6.91,NO,1645374320,40
458,hobyo,5.3505,48.5268,77.65,68,18.07,SO,1645374320,49
459,springdale,36.1867,-94.1288,53.26,40,23.02,US,1645374294,0
460,coquimbo,-29.9533,-71.3436,69.53,68,12.66,CL,1645374321,0
461,malanville,11.8685,3.3899,96.78,6,12.57,BJ,1645374321,20
462,bagdarin,54.4333,113.6,-16.51,95,4.5,RU,1645374321,24
463,siniscola,40.5719,9.6922,58.55,56,8.55,IT,1645374322,0
464,nouadhibou,20.931,-17.0347,80.58,26,25.32,MR,1645374322,49
465,mirabad,30.4362,61.8383,68.43,20,9.62,AF,1645374322,69
466,rorvik,64.8621,11.2373,32.11,86,14.94,NO,1645374323,40
467,quijingue,-10.7525,-39.2092,93.02,37,4.65,BR,1645374323,100
468,popondetta,-8.7537,148.2534,74.08,96,2.91,PG,1645374324,100
469,phalaborwa,-23.943,31.1411,76.28,28,8.23,ZA,1645374324,17
470,muroto,33.2833,134.15,40.33,60,20.65,JP,1645374324,88
471,atar,20.5169,-13.0499,86.14,13,13.53,MR,1645374325,1
472,magadan,59.5667,150.8,-18.47,78,8.59,RU,1645374325,58
473,erzin,36.9559,36.2,57.92,72,4.14,TR,1645374325,26
474,penzance,50.1186,-5.5371,52.5,85,46.53,GB,1645374326,100
475,coari,-4.085,-63.1414,85.41,65,5.12,BR,1645374326,81
476,kingaroy,-26.5333,151.8333,64.44,100,0.0,AU,1645374327,75
477,oyama,36.3,139.8,35.73,34,19.33,JP,1645374327,0
478,jacqueville,5.2052,-4.4146,82.31,77,10.63,CI,1645374327,42
479,nuevitas,21.5453,-77.2644,83.64,61,13.98,CU,1645374328,37
480,la ronge,55.1001,-105.2842,-19.95,57,4.61,CA,1645374328,40
481,colares,38.7992,-9.4469,65.19,40,17.27,PT,1645374328,0
482,ambon,-3.6954,128.1814,75.34,94,4.61,ID,1645374329,40
483,izumo,35.3667,132.7667,35.55,55,14.61,JP,1645374329,100
484,iquitos,-3.7481,-73.2472,87.84,66,9.22,PE,1645374329,75
485,kamaishi,39.2667,141.8833,26.94,65,18.25,JP,1645374330,49
486,flinders,-34.5833,150.8552,75.09,76,5.99,AU,1645374330,94
487,balabac,7.9868,117.0645,77.54,82,4.9,PH,1645374331,100
488,nizhniy ingash,56.2,96.53,12.61,97,3.18,RU,1645374331,100
489,mitsamiouli,-11.3847,43.2844,84.49,79,2.3,KM,1645374331,20
490,helena,46.5927,-112.0361,33.67,61,8.05,US,1645374192,0
491,ilulissat,69.2167,-51.1,-0.38,71,3.44,GL,1645374332,75
492,susehri,40.1644,38.0867,24.03,90,1.3,TR,1645374332,36
493,sola,-13.8833,167.55,81.01,79,12.24,VU,1645374332,99
494,sergeyevka,53.88,67.4158,8.85,90,10.71,KZ,1645374333,9
495,honiara,-9.4333,159.95,79.09,87,2.42,SB,1645374333,95
496,sarlat-la-caneda,44.889,1.2166,52.3,83,7.61,FR,1645374333,100
497,omagari,39.45,140.4833,24.96,79,19.3,JP,1645374334,100
498,agadez,19.75,10.25,77.4,11,7.07,NE,1645374334,0
499,aklavik,68.2191,-135.0107,-38.2,74,4.61,CA,1645374334,0
500,chanute,37.6792,-95.4572,51.73,46,20.71,US,1645374335,0
501,vardo,70.3705,31.1107,24.55,59,16.58,NO,1645374335,100
502,karlshamn,56.1706,14.8619,37.72,97,14.27,SE,1645374336,100
503,tokat,40.4167,36.5833,26.06,85,6.02,TR,1645374336,58
504,ancud,-41.8697,-73.8203,66.22,64,3.76,CL,1645374396,7
505,gao,16.6362,1.637,91.35,7,15.05,ML,1645374397,0
506,pemba,-12.974,40.5178,84.04,73,11.07,MZ,1645374397,74
507,nioro,13.35,-15.75,101.88,7,5.61,GM,1645374397,49
508,kuhdasht,33.535,47.6061,47.71,65,7.09,IR,1645374398,0
509,oil city,41.4339,-79.7064,31.01,49,14.97,US,1645374398,0
510,dalvik,65.9702,-18.5286,33.73,84,12.84,IS,1645374399,100
511,henties bay,-22.116,14.2845,68.86,81,11.41,NA,1645374399,40
512,clarence town,-32.5833,151.7833,70.21,96,2.84,AU,1645374399,64
513,eyl,7.9803,49.8164,76.24,73,14.97,SO,1645374400,55
514,gemena,3.25,19.7667,80.51,63,1.05,CD,1645374400,95
515,kifri,34.6959,44.9661,59.65,61,11.63,IQ,1645374400,96
516,basi,26.8333,76.0333,71.94,26,7.85,IN,1645374401,0
517,les cayes,18.2,-73.75,84.31,51,6.06,HT,1645374401,12
518,estrela,-28.0611,-50.9383,88.05,22,7.49,BR,1645374401,26
519,kostomuksha,64.571,30.5767,20.57,94,8.48,RU,1645374402,100
520,nelson bay,-32.7167,152.15,71.35,85,1.99,AU,1645374402,83
521,obo,5.3998,26.4869,88.5,15,4.47,CF,1645374402,73
522,mae sai,20.4335,99.8762,73.06,73,0.58,TH,1645374403,24
523,praia da vitoria,38.7333,-27.0667,59.25,82,6.76,PT,1645374403,75
524,bandarbeyla,9.4942,50.8122,77.0,71,13.76,SO,1645374404,100
525,mastung,29.7994,66.845,51.62,40,6.42,PK,1645374404,2
526,roald,62.5833,6.1333,34.38,51,14.97,NO,1645374404,0
527,santo amaro da imperatriz,-27.6881,-48.7786,90.73,27,5.55,BR,1645374405,1
528,ascension,30.2169,-90.9001,61.12,57,6.91,US,1645374405,75
529,bosaso,11.2842,49.1816,76.64,65,5.41,SO,1645374405,79
530,buzmeyin,38.0507,58.2056,56.93,38,4.61,TM,1645374406,100
531,awjilah,29.1081,21.2869,68.25,28,1.88,LY,1645374406,88
532,mafra,-26.1114,-49.8053,81.93,27,3.71,BR,1645374244,7
533,carauari,-4.8828,-66.8958,83.1,76,4.27,BR,1645374406,99
534,fairlie,55.756,-4.8556,41.29,86,34.23,GB,1645374407,100
535,oranjestad,12.524,-70.027,78.58,76,16.73,AW,1645374389,0
536,laurel,39.0993,-76.8483,33.13,39,4.61,US,1645374392,0
537,paita,-5.0892,-81.1144,86.56,65,5.44,PE,1645374408,96
538,hambantota,6.1241,81.1185,79.41,82,3.89,LK,1645374408,28
539,yanam,16.7333,82.2167,75.6,70,7.76,IN,1645374408,7
540,novosergiyevka,52.0934,53.6528,32.97,98,15.95,RU,1645374409,100
541,wote,-1.7808,37.6288,78.96,41,8.68,KE,1645374409,100
542,oktyabrskoye,43.0645,44.7417,33.94,80,8.95,RU,1645374409,58
543,shingu,33.7333,135.9833,38.91,67,7.07,JP,1645374410,90
544,ilhabela,-23.7781,-45.3581,82.78,65,5.37,BR,1645374410,86
545,warrnambool,-38.3833,142.4833,51.82,64,10.33,AU,1645374411,50
546,tambacounda,13.7539,-13.7586,105.85,12,2.3,SN,1645374411,3
547,yenotayevka,47.2456,47.0281,44.8,61,10.87,RU,1645374411,93
548,menongue,-14.6585,17.691,73.13,72,5.73,AO,1645374412,89
549,taltal,-25.4,-70.4833,71.82,69,6.67,CL,1645374412,1
550,gamba,-2.65,10.0,83.43,70,9.82,GA,1645374472,78
551,bahia honda,22.9036,-83.1592,77.61,70,8.9,CU,1645374473,94
552,juba,4.8517,31.5825,92.37,12,6.67,SS,1645374311,80
553,tokur,53.1333,132.9,-24.0,100,2.8,RU,1645374473,86
554,wuxue,29.8506,115.5525,36.55,63,2.77,CN,1645374462,100
555,valcourt,45.5001,-72.3158,10.92,67,7.45,CA,1645374449,23
556,bourne,52.7667,-0.3833,53.04,87,29.93,GB,1645374474,75
557,tilichiki,60.4667,166.1,-26.68,94,8.86,RU,1645374474,11
558,inuvik,68.3499,-133.7218,-25.58,72,6.91,CA,1645374474,0
559,dakar,14.6937,-17.4441,75.33,60,11.5,SN,1645374339,4
